,text
13252,وذلك لا محالة كذب محال.
13253,والمريء كالجزء من المعدة لأنه يفعل فعلها في أخذ الغذاء وهضمه وأخذه للغذاء وهو بجذبه له بما فيه من الليف الطولي ويدفع ذلك المجذوب إلى أسفل فيعان ذلك بجذب الأجزاء السفلية، وهذا الدفع هو بالليف المستعرض وليس المراد أن جذبه ودفعه إنما بهذين الليفين فقط بل وبما فيه من الجذب والدفع الطبيعيين كما في جذب حجر مغناطيس الحديد، وأما جذبه ودفعه بالليف فقد بينا أن ذلك إنما يكون بفعل إرادي.
13254,ولكن الإرادة ها هنا من الإرادات الطبيعية كما بيناه فيما سلف.
13255,وإنما احتيج إلى هاتين القوتين أعني الإرادية والطبيعية ليتعاضدا على الجذب والدفع فيكون هذا الفعلان في المريء قويين وإنما احتيج إلى قوتهما فيه مع أن حركة الثقيل إلى أسفل سهلة، وذلك لأن نفوذ المريء إلى أسفل ليس على الاستقامة بل مع انحراف، قد بينا وجوبه حيث تكلمنا في تشريح الشرايين خاصة والمجذوب به والمدفوع لم يتصغر بعد أجزاؤه تصغيراً تاماً حتى يسهل نفوذه في المجرى مع ضيقه ولذلك فإن الغصص يقع كثيراً مع وجود هذه القوى في المريء، وإنما يهضم المريء للغذاء بما فيه من الأجزاء اللحمية فإن ذلك اللحم بحرارته يعين على الهضم الذي يتم بالطبخ، وأما الذي يكون بإحالة الصورة النوعية للمادة إلى مشابهة جوهرها، فلذلك مما لا يحتاج فيه إلى حرارة.
13256,وإنما خلق المريء كذلك لأنه جزء من المعدة، والمعدة تفعل أفعالها بهذه الأجزاء أعني أنها تهضم باللحمية وتجذب وتدفع بما فيها من الليف، وبما فيها من القوى الطبيعية، وكذلك يجب أن يكون المريء والله ولي التوفيق.
13257,الشرح إن المريء لما كان فعله يشابه فعل المعدة، وذلك هو جذب الغذاء وإحالته ليتهيأ لفعل الكبد فيه، لا جرم خلق جرمه مشابهاً لجرم المعدة إذ يحتاج كما تحتاج المعدة إلى سطح حساس باطن وسطح لحمي خارج فلذلك كأنه جزء من المعدة، ولا كذلك الأمعاء فإن فعلها أن يخزن الغذاء فيها مدة أخذ الكبد منه صفاوته وخالصته ثم يندفع الباقي ولذلك فعلها يباين فعل المعدة فلذلك جوهرها غير شبيه بجوهر المعدة فلذلك الأمعاء كالشيء القريب عن المعدة لكنها متصلة به من أسفل ويجب أن يكون المريء أو سع تجويفاً من أو ل الأمعاء لأن المعاء الأول إنما يحتوي على الغذاء بعد أن رق وسال ولا كذلك المريء فإن الغذاء ينفذ فيه، وهو باق على تكاتفه ويبوسته فيحتاج أن يكون تجويفه أو سع كثيراً من تجاويف الأمعاء الأولى وأما الأمعاء السفلى فإن تجاويفها قد لا ينقص عن سعة تجويف المريء وذلك لأن هذه الأمعاء يكثر فيها اجتماع ثفل الغذاء وأرضيته وكثيراً ما يعرض لذلك الثفل أن يخف ويجتمع منه مقدار كثير، فلذلك يحتاج أن تكون تجاويف هذه الأمعاء أو سع كثيراً من تجاويف تلك الأمعاء العليا، وكذلك بطانة المريء أكثف وأغلظ كثيراً من بطانة الأمعاء العليا لأن ما ينفذ في هذه الأمعاء من الغذاء يكون قد لان وسال ولم يحدث له بعد تكاثف ولا كذلك الأمعاء السفلى، فإن بطانتها تحتاج أن تكون كثيفة لتقوى على تمديد الثفل اليابس ونحوه.
13258,وأما المعدة فبطانتها كالمتوسطة بين بطانتي المريء والأمعاء العليا وذلك لأن الغذاء في المعدة لا شك أنه ألين مما يكون وهو بعد في المريء وأما الذي في الأمعاء الأولى فإنه لا يكون إلا ليناً سيالاً فلذلك كانت بطانة المعدة كالمتوسطة بين بطانتي المعدة والأمعاء العليا، ولعل بطانة المعدة مع ذلك ألين من بطانة المعاء الغلاظ.
13259,فإن هذه الأمعاء تحتاج أن تقوى على تمديد ما يبس فيها من الثقل ويغلظ جداً.
13260,قوله: وألينها عند فم المعدة إنما كانت بطانة المعدة عند فمها ألين لأن هذا الموضع منها يحتاج أن يكون حسه قوياً ليشتد إدراكه للجوع وإنما يكون كذلك إذا كان جرمه إلى لين ليكون أقبل للانفعال الذي به الحس.
13261,قوله: أكثر لحمية مما للمعدة إنما كان كذلك لأن المعدة مع حاجتها إلى قوة الهضم فإنها محتاجة إلى قوة الحس فلذلك احتيج أن يكون جرمها اقرب إلى الاعتدال فلذلك لم يحتج إلى تكثير اللحم فيها خاصة والسخونة المعينة على هضمها يتوجه إليها كثيراً من مجاورتها من الأعضاء ولا كذلك المريء فإنه مع حاجته إلى قوة الهضم غير محتاج إلى قوة الحس لأن الغذاء ينهضم فيه في زمان قصير جداً وذلك في مدة نفوذه في تجويفه ولا كذلك المعدة فإن الغذاء يبقى فيها زمناً طويلاً حتى ينهضم فلذلك احتيج أن يكون هضم المريء قوياً ومع ذلك هو غير محتاج إلى قوة الحس بل يلزمه لأجل زيادة تضرره بلذع الأغذية اللذاعة ونحوها ومع ذلك فليس له من خارج معين على تقوية حرارته الهاضمة إلا بما يقرب منه من القلب وأما غير ذلك من أجزائه فإن أكثر الأعضاء المجاورة له باردة وإلى يبوسة فلذلك احتيج أن يكون الجوهر اللحمي في المريء إذا قيس إلى باقي جرمه أكثر منه إذا قيس لحم المعدة إلى باقي جرمها.
13262,وأما جرم الأمعاء فيخلو عن اللحمية البتة.
13263,وذلك لأن اللحمية فيه وإن إفادته بعضها يكمل فيه الهضم المعدي ويزيد في استعداده للهضم الكبدي فإن اللحم يضيق مسامه فلا يسهل رشح ما يرشح منه من الغذاء ولا نفوذ ما ينفذ إلى داخله من الفضلات التي يقطر من الأعضاء الأخر فإن الحق أن نفوذ الغذاء من الأمعاء إلى الكبد وغيرها من الأحشاء إنما هو على طريق الرشح.
